MODEL,DESCRIPTOR,MEDIA,DETACHMENT MEDIA,ATTACHMENT,SPECIFIC NOTES,DIAGNOSIS/REPLASE,PHASE,PRIOR TREATMENT(S),SOURCE OF CULTURE,1p,3p,11q,17q,ALK STATUS,MYCN STATUS,P53 STATUS,1:2,1:3 ,1:4 ,1:5,1:6,1:7,1:8,1:9,1:10,1:20,NOTES,RACK LOCATION:,LOCATION: BOX,LOCATION: ROW,LOCATION: POSITION,PASSAGE #,FREEZE DATE,INITIALS,LINEAGE,MYCO DATE,STR DATE,STR RESULT,AMELOGENIN (ALLELE 1),AMELOGENIN (ALLELE 2),D3S1358 (ALLELE 1),D3S1358 (ALLELE 2),,D1S1656 (ALLELE 1),D1S1656 (ALLELE 2),,D2S441 (ALLELE 1),D2S441 (ALLELE 2),D10S1248 (ALLELE 1),D10S1248 (ALLELE 2),,D13S317 (ALLELE 1),D13S317 (ALLELE 2),D13S317 (ALLELE 2),PENTA E (ALLELE 1),PENTA E (ALLELE 2),PENTA E (ALLELE 3),D16S539 (ALLELE 1),D16S539 (ALLELE 2),D18S51 (ALLELE 1),D18S51 (ALLELE 2),,D2S1338 (ALLELE 1),D2S1338 (ALLELE 2),D2S1338 (ALLELE 3),CSF1PO (ALLELE 1),CSF1PO (ALLELE 2),,PENTA D (ALLELE 1),PENTA D (ALLELE 2),PENTA D (ALLELE 3),TH01 (ALLELE 1),TH01 (ALLELE 2),vWA (ALLELE 1),vWA (ALLELE 2),vWA (ALLELE 3),D21S11 (ALLELE 1),D21S11 (ALLELE 2),,D7S820 (ALLELE 1),D7S820 (ALLELE 2),D5S818 (ALLELE 1),D5S818 (ALLELE 2),TPOX (ALLELE 1),TPOX (ALLELE 2),,DYS391 (ALLELE 1),D8S1179 (ALLELE 1),D8S1179 (ALLELE 2),D8S1179 (ALLELE 3),D12S391 (ALLELE 1),D12S391 (ALLELE 2),,D19S433 (ALLELE 1),D19S433 (ALLELE 2),,FGA (ALLELE 1),FGA (ALLELE 2),,D22S1045 (ALLELE 1),D22S1045 (ALLELE 2),,,Lab 
NB-EBC1,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"If EBC1 becomes overly confluent, their morphology will change from round and cloud like, to smaller with thorn like spikes. Morphology will return to normal after 2-3 passages. Experiments should not be done if the cells are in the stressed morphology. 
",Relapse,Progressing,Unknown,Solid Tumor,Loss p35.2-pterm,Gain p26.1-pter,Loss q21-24.2,Gain q21.31-qterm,WT,Non-amplified,WT,NA,3,4-5,NA,NA,NA,NA,NA,NA,NA,,7,2,9,8,9,07/05/2019,KU,From P6 KLC 06/20/2017 (STR from thaw is good),07/02/2019,03/03/2020,Good,X,Y,17,,,15,17.3,,11.3,14,14,,,11,12,,11,,,12,,15,20,,19,20,,12,,,9,,,6,9.3,17,19,,27,32.2,,12,14,10,12,8,,,11,11,13,,18.3,,,14,15,,24,25,,14,15,,,Maris
NB-EBC1,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"If EBC1 becomes overly confluent, their morphology will change from round and cloud like, to smaller with thorn like spikes. Morphology will return to normal after 2-3 passages. Experiments should not be done if the cells are in the stressed morphology. 
",Relapse,Progressing,Unknown,Solid Tumor,Loss p35.2-pterm,Gain p26.1-pter,Loss q21-24.2,Gain q21.31-qterm,WT,Non-amplified,WT,NA,3,4-5,NA,NA,NA,NA,NA,NA,NA,,7,2,9,9,9,12/27/2019,KU,From P6 KLC 06/20/2017 (STR from thaw is good),12/20/2019,03/03/2020,Good,X,Y,17,,,15,17.3,,11.3,14,14,,,11,12,,11,,,12,,15,20,,19,20,,12,,,9,,,6,9.3,17,19,,27,32.2,,12,14,10,12,8,,,11,11,13,,18.3,,,14,15,,24,25,,14,15,,,Maris
NB-EBC1,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"If EBC1 becomes overly confluent, their morphology will change from round and cloud like, to smaller with thorn like spikes. Morphology will return to normal after 2-3 passages. Experiments should not be done if the cells are in the stressed morphology. 
",Relapse,Progressing,Unknown,Solid Tumor,Loss p35.2-pterm,Gain p26.1-pter,Loss q21-24.2,Gain q21.31-qterm,WT,Non-amplified,WT,NA,3,4-5,NA,NA,NA,NA,NA,NA,NA,,7,2,9,10,9,12/27/2019,KU,From P6 KLC 06/20/2017 (STR from thaw is good),12/20/2019,03/03/2020,Good,X,Y,17,,,15,17.3,,11.3,14,14,,,11,12,,11,,,12,,15,20,,19,20,,12,,,9,,,6,9.3,17,19,,27,32.2,,12,14,10,12,8,,,11,11,13,,18.3,,,14,15,,24,25,,14,15,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NB-EBC1,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"If EBC1 becomes overly confluent, their morphology will change from round and cloud like, to smaller with thorn like spikes. Morphology will return to normal after 2-3 passages. Experiments should not be done if the cells are in the stressed morphology. 
",Relapse,Progressing,Unknown,Solid Tumor,Loss p35.2-pterm,Gain p26.1-pter,Loss q21-24.2,Gain q21.31-qterm,WT,Non-amplified,WT,NA,3,4-5,NA,NA,NA,NA,NA,NA,NA,,7,2,10,2,11,02/19/2020,KU,"From KU, P9, 12/19/2019",02/14/2020,03/03/2020,Good,X,Y,17,,,15,17.3,,11.3,14,14,,,11,12,,11,,,12,,15,20,,19,20,,12,,,9,,,6,9.3,17,19,,27,32.2,,12,14,10,12,8,,,11,11,13,,18.3,,,14,15,,24,25,,14,15,,,Maris
NB-EBC1,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"If EBC1 becomes overly confluent, their morphology will change from round and cloud like, to smaller with thorn like spikes. Morphology will return to normal after 2-3 passages. Experiments should not be done if the cells are in the stressed morphology. 
",Relapse,Progressing,Unknown,Solid Tumor,Loss p35.2-pterm,Gain p26.1-pter,Loss q21-24.2,Gain q21.31-qterm,WT,Non-amplified,WT,NA,3,4-5,NA,NA,NA,NA,NA,NA,NA,,7,2,10,3,11,02/19/2020,KU,"From KU, P9, 12/19/2019",02/14/2020,03/03/2020,Good,X,Y,17,,,15,17.3,,11.3,14,14,,,11,12,,11,,,12,,15,20,,19,20,,12,,,9,,,6,9.3,17,19,,27,32.2,,12,14,10,12,8,,,11,11,13,,18.3,,,14,15,,24,25,,14,15,,,Maris
NB-EBC1,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"If EBC1 becomes overly confluent, their morphology will change from round and cloud like, to smaller with thorn like spikes. Morphology will return to normal after 2-3 passages. Experiments should not be done if the cells are in the stressed morphology. 
",Relapse,Progressing,Unknown,Solid Tumor,Loss p35.2-pterm,Gain p26.1-pter,Loss q21-24.2,Gain q21.31-qterm,WT,Non-amplified,WT,NA,3,4-5,NA,NA,NA,NA,NA,NA,NA,,7,2,10,4,11,02/19/2020,KU,"From KU, P9, 12/19/2019",02/14/2020,03/03/2020,Good,X,Y,17,,,15,17.3,,11.3,14,14,,,11,12,,11,,,12,,15,20,,19,20,,12,,,9,,,6,9.3,17,19,,27,32.2,,12,14,10,12,8,,,11,11,13,,18.3,,,14,15,,24,25,,14,15,,,Maris
NB-EBC1,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"If EBC1 becomes overly confluent, their morphology will change from round and cloud like, to smaller with thorn like spikes. Morphology will return to normal after 2-3 passages. Experiments should not be done if the cells are in the stressed morphology. 
",Relapse,Progressing,Unknown,Solid Tumor,Loss p35.2-pterm,Gain p26.1-pter,Loss q21-24.2,Gain q21.31-qterm,WT,Non-amplified,WT,NA,3,4-5,NA,NA,NA,NA,NA,NA,NA,,7,2,10,5,11,02/19/2020,KU,"From KU, P9, 12/19/2019",02/14/2020,03/03/2020,Good,X,Y,17,,,15,17.3,,11.3,14,14,,,11,12,,11,,,12,,15,20,,19,20,,12,,,9,,,6,9.3,17,19,,27,32.2,,12,14,10,12,8,,,11,11,13,,18.3,,,14,15,,24,25,,14,15,,,Maris
NB-EBC1,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"If EBC1 becomes overly confluent, their morphology will change from round and cloud like, to smaller with thorn like spikes. Morphology will return to normal after 2-3 passages. Experiments should not be done if the cells are in the stressed morphology. 
",Relapse,Progressing,Unknown,Solid Tumor,Loss p35.2-pterm,Gain p26.1-pter,Loss q21-24.2,Gain q21.31-qterm,WT,Non-amplified,WT,NA,3,4-5,NA,NA,NA,NA,NA,NA,NA,,7,2,10,6,11,02/19/2020,KU,"From KU, P9, 12/19/2019",02/14/2020,03/03/2020,Good,X,Y,17,,,15,17.3,,11.3,14,14,,,11,12,,11,,,12,,15,20,,19,20,,12,,,9,,,6,9.3,17,19,,27,32.2,,12,14,10,12,8,,,11,11,13,,18.3,,,14,15,,24,25,,14,15,,,Maris
NB-EBC1,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"If EBC1 becomes overly confluent, their morphology will change from round and cloud like, to smaller with thorn like spikes. Morphology will return to normal after 2-3 passages. Experiments should not be done if the cells are in the stressed morphology. 
",Relapse,Progressing,Unknown,Solid Tumor,Loss p35.2-pterm,Gain p26.1-pter,Loss q21-24.2,Gain q21.31-qterm,WT,Non-amplified,WT,NA,3,4-5,NA,NA,NA,NA,NA,NA,NA,,7,2,10,7,11,02/19/2020,KU,"From KU, P9, 12/19/2019",02/14/2020,03/03/2020,Good,X,Y,17,,,15,17.3,,11.3,14,14,,,11,12,,11,,,12,,15,20,,19,20,,12,,,9,,,6,9.3,17,19,,27,32.2,,12,14,10,12,8,,,11,11,13,,18.3,,,14,15,,24,25,,14,15,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
COG-N-628,Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",,,,,,,,,,,,,,,,,,,,,,,,,,7,2,10,9,4,02/09/2018,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-SH,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Two distinct morphologies ,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,None,None,LOH 23.1,Gain q21.31-qterm,F1174L,Non-amplified,WT,NA,NA,NA,NA,5,NA,6,NA,NA,NA,,7,2,10,10,LOT # 5105351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NBL-S,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Unknown,None,None,Loss q14.1-qterm,None,WT,Non-amplified,WT,NA,3,NA,6-7,NA,NA,NA,NA,9,NA,,7,3,1,1,5,07/10/2017,KLC,"from klc, p3, 11/11/16",07/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NBL-S,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Unknown,None,None,Loss q14.1-qterm,None,WT,Non-amplified,WT,NA,3,NA,6-7,NA,NA,NA,NA,9,NA,,7,3,1,2,4,10/07/2014,LSH,,10/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NBL-S,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Unknown,None,None,Loss q14.1-qterm,None,WT,Non-amplified,WT,NA,3,NA,6-7,NA,NA,NA,NA,9,NA,,7,3,1,3,4,10/07/2014,LSH,,10/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NBL-S,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Unknown,None,None,Loss q14.1-qterm,None,WT,Non-amplified,WT,NA,3,NA,6-7,NA,NA,NA,NA,9,NA,,7,3,1,4,3,11/11/2016,klc,,10/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NBL-S,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Unknown,None,None,Loss q14.1-qterm,None,WT,Non-amplified,WT,NA,3,NA,6-7,NA,NA,NA,NA,9,NA,,7,3,1,6,6,09/24/2018,KU,"From KLC, P5, 7/10/17 ",09/21/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NBL-S,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Unknown,None,None,Loss q14.1-qterm,None,WT,Non-amplified,WT,NA,3,NA,6-7,NA,NA,NA,NA,9,NA,,7,3,1,7,6,07/24/2018,KU,"From KLC, P5, 7/10/17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NBL-S,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Unknown,None,None,Loss q14.1-qterm,None,WT,Non-amplified,WT,NA,3,NA,6-7,NA,NA,NA,NA,9,NA,,7,3,1,9,5,12/04/2019,KU,"From KLC , P3 11/11/2016",11/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NBL-S,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Unknown,None,None,Loss q14.1-qterm,None,WT,Non-amplified,WT,NA,3,NA,6-7,NA,NA,NA,NA,9,NA,,7,3,1,10,5,12/04/2019,KU,"From KLC , P3 11/11/2016",11/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NBL-S,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Unknown,None,None,Loss q14.1-qterm,None,WT,Non-amplified,WT,NA,3,NA,6-7,NA,NA,NA,NA,9,NA,,7,3,2,5,4,11/27/2019,KU,"From KLC , P3 11/11/2016",11/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NBL-S,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Unknown,None,None,Loss q14.1-qterm,None,WT,Non-amplified,WT,NA,3,NA,6-7,NA,NA,NA,NA,9,NA,,7,3,2,6,4,11/27/2019,KU,"From KLC , P3 11/11/2016",11/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NBL-S,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Unknown,None,None,Loss q14.1-qterm,None,WT,Non-amplified,WT,NA,3,NA,6-7,NA,NA,NA,NA,9,NA,,7,3,2,8,5,12/04/2019,KU,"From KLC , P3 11/11/2016",11/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NB-SD,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will grow and make a honeycomb like pattern and then grow into the honeycomb space as the plate becomes more confluent. 
",Relapse,Progressing,Unknown,Bone Marrow,Loss p21.3-pterm,Loss p13-pterm,cnLOH q23.2-23.3,Gan q12-qter,F1174L,Amplified,C176F,NA,3,NA,5,NA,NA,NA,NA,6,8,,7,3,3,1,6,02/21/2014,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NB-SD,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will grow and make a honeycomb like pattern and then grow into the honeycomb space as the plate becomes more confluent. 
",Relapse,Progressing,Unknown,Bone Marrow,Loss p21.3-pterm,Loss p13-pterm,cnLOH q23.2-23.3,Gan q12-qter,F1174L,Amplified,C176F,NA,3,NA,5,NA,NA,NA,NA,6,8,,7,3,3,2,4,08/02/2016,LSH,,11/06/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NB-SD,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will grow and make a honeycomb like pattern and then grow into the honeycomb space as the plate becomes more confluent. 
",Relapse,Progressing,Unknown,Bone Marrow,Loss p21.3-pterm,Loss p13-pterm,cnLOH q23.2-23.3,Gan q12-qter,F1174L,Amplified,C176F,NA,3,NA,5,NA,NA,NA,NA,6,8,,7,3,3,3,4,08/02/2016,LSH,,11/06/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NB-SD,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will grow and make a honeycomb like pattern and then grow into the honeycomb space as the plate becomes more confluent. 
",Relapse,Progressing,Unknown,Bone Marrow,Loss p21.3-pterm,Loss p13-pterm,cnLOH q23.2-23.3,Gan q12-qter,F1174L,Amplified,C176F,NA,3,NA,5,NA,NA,NA,NA,6,8,,7,3,3,6,8,12/04/2019,KU,"From KLC, P7, 04/06/2018 (STR from thaw is good)",11/26/2019,3/3/2020,Good (Drop out of 9 at CSF1PO),X,,18,,,15,16,,10,11,14,15,,11,,,10,13,,10,13,18,21,,19,,,9 (DO),13,,9,,,7,8,15,16,,28,31,,10,,12,,8,9,,-,15,16,,17,22,,13,14,,24,25,,16,17,,,Maris
NB-SD,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will grow and make a honeycomb like pattern and then grow into the honeycomb space as the plate becomes more confluent. 
",Relapse,Progressing,Unknown,Bone Marrow,Loss p21.3-pterm,Loss p13-pterm,cnLOH q23.2-23.3,Gan q12-qter,F1174L,Amplified,C176F,NA,3,NA,5,NA,NA,NA,NA,6,8,,7,3,3,7,8,12/04/2019,KU,"From KLC, P7, 04/06/2018 (STR from thaw is good)",11/26/2019,3/3/2020,Good (Drop out of 9 at CSF1PO),X,,18,,,15,16,,10,11,14,15,,11,,,10,13,,10,13,18,21,,19,,,9 (DO),13,,9,,,7,8,15,16,,28,31,,10,,12,,8,9,,-,15,16,,17,22,,13,14,,24,25,,16,17,,,Maris
NB-SD,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will grow and make a honeycomb like pattern and then grow into the honeycomb space as the plate becomes more confluent. 
",Relapse,Progressing,Unknown,Bone Marrow,Loss p21.3-pterm,Loss p13-pterm,cnLOH q23.2-23.3,Gan q12-qter,F1174L,Amplified,C176F,NA,3,NA,5,NA,NA,NA,NA,6,8,,7,3,3,8,8,12/04/2019,KU,"From KLC, P7, 04/06/2018 (STR from thaw is good)",11/26/2019,3/3/2020,Good (Drop out of 9 at CSF1PO),X,,18,,,15,16,,10,11,14,15,,11,,,10,13,,10,13,18,21,,19,,,9 (DO),13,,9,,,7,8,15,16,,28,31,,10,,12,,8,9,,-,15,16,,17,22,,13,14,,24,25,,16,17,,,Maris
NB-SD,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will grow and make a honeycomb like pattern and then grow into the honeycomb space as the plate becomes more confluent. 
",Relapse,Progressing,Unknown,Bone Marrow,Loss p21.3-pterm,Loss p13-pterm,cnLOH q23.2-23.3,Gan q12-qter,F1174L,Amplified,C176F,NA,3,NA,5,NA,NA,NA,NA,6,8,,7,3,3,9,9,12/27/2019,KU,"From KU, P8, 12/04/2019",12/20/2019,3/3/2020,Good (Drop out of 9 at CSF1PO),X,,18,,,15,16,,10,11,14,15,,11,,,10,13,,10,13,18,21,,19,,,9 (DO),13,,9,,,7,8,15,16,,28,31,,10,,12,,8,9,,-,15,16,,17,22,,13,14,,24,25,,16,17,,,Maris
NB-SD,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will grow and make a honeycomb like pattern and then grow into the honeycomb space as the plate becomes more confluent. 
",Relapse,Progressing,Unknown,Bone Marrow,Loss p21.3-pterm,Loss p13-pterm,cnLOH q23.2-23.3,Gan q12-qter,F1174L,Amplified,C176F,NA,3,NA,5,NA,NA,NA,NA,6,8,,7,3,3,10,9,12/27/2019,KU,"From KU, P8, 12/04/2019",12/20/2019,3/3/2020,Good (Drop out of 9 at CSF1PO),X,,18,,,15,16,,10,11,14,15,,11,,,10,13,,10,13,18,21,,19,,,9 (DO),13,,9,,,7,8,15,16,,28,31,,10,,12,,8,9,,-,15,16,,17,22,,13,14,,24,25,,16,17,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
